text,label
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,neutral
@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.,positive
"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",positive
@SouthwestAir will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty,neutral
@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,negative
@JetBlue who is he I must send a note!!! Too good for words!,positive
@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,negative
@united next day,neutral
@united finally got through and they were very helpful. Appreciate it!,positive
@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,negative
@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :),positive
"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks",positive
"@AmericanAir the dinner and called me ""hon"". Not the service I would expect from 1st class.  #disappointed",neutral
"@AmericanAir already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this",neutral
@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,negative
"@united @baldordash Rebooked,arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!",negative
"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",negative
@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡,negative
@USAirways really nigga.. Ur a fuck boy,negative
@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??,negative
@USAirways 25+ min. Hung up. Always awful having to call Reservations there.,negative
@JetBlue 😭 I used points can I get them back if I decide not to go?,neutral
"@JetBlue I did not! She's a woman who's a lead, she was working at gate c26.",positive
@USAirways 4420 delayed further?,negative
@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,negative
@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print,negative
@USAirways waiting for bags now over 25min in Phl bag claim!,negative
@JetBlue my daughter's college game in Denver.  Only one set of parents will be there 😢😢😢,neutral
"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",neutral
@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR,positive
@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here,negative
@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck,negative
Jet BOOOO 🍅🍅🍅🍅 RT @JetBlue: Our fleet's on fleek. http://t.co/0WbJAWx7xD,negative
@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?,negative
@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.,negative
@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,negative
@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first,negative
@JetBlue thanks!,positive
"@USAirways I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",negative
@JetBlue everytime I come back to Boston it's a minimum 45 min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?,negative
@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,negative
"@USAirways Never heard back, but this would help: Any chance I could bump up my flight time closer to 3pm today? I'm on flight 3960.",negative
"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",neutral
".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",negative
@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,negative
@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...,negative
@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,negative
@AmericanAir need help on a reservation. Can you follow so that I can DM details? Thanks!,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/BBM6PAbORt” &lt;&lt;Now THAT is fuckin funny. 😂,neutral
@JetBlue when can we start Flight Booking Problems flights for November?,neutral
@USAirways been on hold 2+ hours trying to reschedule Cancelled Flightled DCA-BOS flight. Can anyone help?,negative
@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious,negative
@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.,negative
@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,negative
@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,negative
"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!",positive
"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",negative
@united Thanks JT,positive
@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,negative
@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,negative
"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",negative
@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,neutral
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,positive
"@USAirways any updates on Flt 1848, here at the gate and they have no expected time of departure",negative
"@united I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel.",negative
@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,negative
"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕",negative
@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?,neutral
@USAirways sits on a throne of lies,negative
@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,negative
"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead.",negative
@AmericanAir wht n 👎 experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,negative
"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!",positive
@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,negative
@united mechanical delay occurred in Houston earlier today re: their flight to ORD,negative
@USAirways You won't give us a hotel or food. Can you at least suggestion options for making it to the metro city I have a ticket to?,negative
"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",neutral
